2023-07-26 00:00:31,662 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-25 23:59:31, qcd: 2023-07-25 23:58:31, count:0
2023-07-26 00:01:31,845 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:00:31, qcd: 2023-07-25 23:59:31, count:0
2023-07-26 00:02:31,841 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:01:31, qcd: 2023-07-26 00:00:31, count:0
2023-07-26 00:03:31,877 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:02:31, qcd: 2023-07-26 00:01:31, count:0
2023-07-26 00:04:31,855 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:03:31, qcd: 2023-07-26 00:02:31, count:0
2023-07-26 00:05:31,691 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:04:31, qcd: 2023-07-26 00:03:31, count:0
2023-07-26 00:06:31,880 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:05:31, qcd: 2023-07-26 00:04:31, count:0
2023-07-26 00:07:31,865 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:06:31, qcd: 2023-07-26 00:05:31, count:0
2023-07-26 00:08:31,647 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:07:31, qcd: 2023-07-26 00:06:31, count:0
2023-07-26 00:09:31,833 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:08:31, qcd: 2023-07-26 00:07:31, count:0
2023-07-26 00:10:31,668 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:09:31, qcd: 2023-07-26 00:08:31, count:0
2023-07-26 00:11:31,881 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:10:31, qcd: 2023-07-26 00:09:31, count:0
2023-07-26 00:12:31,847 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:11:31, qcd: 2023-07-26 00:10:31, count:0
2023-07-26 00:13:31,640 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:12:31, qcd: 2023-07-26 00:11:31, count:0
2023-07-26 00:14:31,873 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:13:31, qcd: 2023-07-26 00:12:31, count:0
2023-07-26 00:15:31,723 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:14:31, qcd: 2023-07-26 00:13:31, count:0
2023-07-26 00:16:31,668 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:15:31, qcd: 2023-07-26 00:14:31, count:0
2023-07-26 00:17:31,624 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:16:31, qcd: 2023-07-26 00:15:31, count:0
2023-07-26 00:18:31,629 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:17:31, qcd: 2023-07-26 00:16:31, count:0
2023-07-26 00:19:31,663 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:18:31, qcd: 2023-07-26 00:17:31, count:0
2023-07-26 00:20:31,641 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:19:31, qcd: 2023-07-26 00:18:31, count:0
2023-07-26 00:21:31,678 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:20:31, qcd: 2023-07-26 00:19:31, count:0
2023-07-26 00:22:31,851 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:21:31, qcd: 2023-07-26 00:20:31, count:0
2023-07-26 00:23:31,681 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:22:31, qcd: 2023-07-26 00:21:31, count:0
2023-07-26 00:24:31,820 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:23:31, qcd: 2023-07-26 00:22:31, count:0
2023-07-26 00:25:31,825 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:24:31, qcd: 2023-07-26 00:23:31, count:0
2023-07-26 00:26:31,861 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:25:31, qcd: 2023-07-26 00:24:31, count:0
2023-07-26 00:27:31,903 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:26:31, qcd: 2023-07-26 00:25:31, count:0
2023-07-26 00:28:31,742 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:27:31, qcd: 2023-07-26 00:26:31, count:0
2023-07-26 00:29:31,654 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:28:31, qcd: 2023-07-26 00:27:31, count:0
2023-07-26 00:30:31,725 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:29:31, qcd: 2023-07-26 00:28:31, count:0
2023-07-26 00:31:31,677 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:30:31, qcd: 2023-07-26 00:29:31, count:0
2023-07-26 00:32:31,869 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:31:31, qcd: 2023-07-26 00:30:31, count:0
2023-07-26 00:33:31,653 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:32:31, qcd: 2023-07-26 00:31:31, count:0
2023-07-26 00:34:31,668 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:33:31, qcd: 2023-07-26 00:32:31, count:0
2023-07-26 00:35:31,664 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:34:31, qcd: 2023-07-26 00:33:31, count:0
2023-07-26 00:36:31,683 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:35:31, qcd: 2023-07-26 00:34:31, count:0
2023-07-26 00:37:31,887 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:36:31, qcd: 2023-07-26 00:35:31, count:0
2023-07-26 00:38:31,899 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:37:31, qcd: 2023-07-26 00:36:31, count:0
2023-07-26 00:39:31,647 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:38:31, qcd: 2023-07-26 00:37:31, count:0
2023-07-26 00:40:31,654 DEBUG ==> yd : 2023-07-25, td: 2023-07-26, cd: 2023-07-26 00:39:31, qcd: 2023-07-26 00:38:31, count:0
