2023-09-17 00:00:32,367 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-16 23:59:32, qcd: 2023-09-16 23:58:32, count:0
2023-09-17 00:01:32,236 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-17 00:00:32, qcd: 2023-09-16 23:59:32, count:0
2023-09-17 00:02:32,226 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-17 00:01:31, qcd: 2023-09-17 00:00:31, count:0
2023-09-17 00:03:32,275 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-17 00:02:31, qcd: 2023-09-17 00:01:31, count:0
2023-09-17 00:04:32,282 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-17 00:03:31, qcd: 2023-09-17 00:02:31, count:0
2023-09-17 00:05:32,194 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-17 00:04:31, qcd: 2023-09-17 00:03:31, count:0
2023-09-17 00:06:32,197 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-17 00:05:31, qcd: 2023-09-17 00:04:31, count:0
2023-09-17 00:07:32,300 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-17 00:06:31, qcd: 2023-09-17 00:05:31, count:0
2023-09-17 00:08:32,269 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-17 00:07:31, qcd: 2023-09-17 00:06:31, count:0
2023-09-17 00:09:32,314 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-17 00:08:31, qcd: 2023-09-17 00:07:31, count:0
2023-09-17 00:10:32,544 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-17 00:09:32, qcd: 2023-09-17 00:08:32, count:0
2023-09-17 00:11:32,303 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-17 00:10:32, qcd: 2023-09-17 00:09:32, count:0
2023-09-17 00:12:32,308 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-17 00:11:31, qcd: 2023-09-17 00:10:31, count:0
2023-09-17 00:13:32,306 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-17 00:12:31, qcd: 2023-09-17 00:11:31, count:0
2023-09-17 00:14:32,300 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-17 00:13:31, qcd: 2023-09-17 00:12:31, count:0
2023-09-17 00:15:32,328 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-17 00:14:31, qcd: 2023-09-17 00:13:31, count:0
2023-09-17 00:16:32,323 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-17 00:15:32, qcd: 2023-09-17 00:14:32, count:0
2023-09-17 00:17:32,339 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-17 00:16:31, qcd: 2023-09-17 00:15:31, count:0
2023-09-17 00:18:32,328 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-17 00:17:31, qcd: 2023-09-17 00:16:31, count:0
2023-09-17 00:19:32,245 DEBUG ==> yd : 2023-09-16, td: 2023-09-17, cd: 2023-09-17 00:18:32, qcd: 2023-09-17 00:17:32, count:0
